_id,label,left_title,right_title,left_authors,right_authors,left_venue,right_venue,left_year,right_year
3811,0,an annotated bibliography of benchmarks for object databases,pesto : an integrated query/browser for object databases,akmal b. chaudhri,"michael j. carey , laura m. haas , vivekananda maganty , john h. williams",sigmod record,very large data bases,1995,1996
1128,0,coloring away communication in parallel query optimization,query optimization for xml,"rajeev motwani , waqar hasan","jason mchugh , jennifer widom",vldb,very large data bases,1995,1999
8339,0,metu interoperable database system,probview : a flexible probabilistic database system,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic","laks v. s. lakshmanan , nicola leone , robert ross , v. s. subrahmanian",sigmod conference,acm transactions on database systems ( tods ),1996,1997
6288,0,incremental maintenance of externally materialized views,fast incremental maintenance of approximate histograms,"martin staudt , matthias jarke","phillip b. gibbons , yossi matias , viswanath poosala",vldb,very large data bases,1996,1997
507,0,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,adaptive filters for continuous queries over distributed data streams,"henrique paques , wei tang , calton pu , wei han , ling liu , david buttler","chris olston , jing jiang , jennifer widom",sigmod conference,international conference on management of data,2000,2003
3422,0,converting relational to object-oriented databases,integrating a structured-text retrieval system with an object-oriented database system,joseph fong,"tak w. yan , jurgen annevelink",sigmod record,very large data bases,1997,1994
12061,1,integrating heterogenous overlapping databases through object-oriented transformations,integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski","vanja josifovski , tore risch",vldb,very large data bases,1999,1999
949,1,discovering web services : an overview,discovering web services : an overview,vadim draluk,vadim draluk,vldb,very large data bases,2001,2001
376,0,webdb ' 98 : international workshop on the web and databases,information integration on the web : a view from ai and databases ( report on iiweb-03 ),"alberto o. mendelzon , paolo atzeni","subbarao kambhampati , craig a. knoblock",sigmod record,acm sigmod record,1998,2003
7512,0,control strategies for complex relational query processing in shared nothing systems,cache conscious algorithms for relational query processing,"lionel brunie , harald kosch","ambuj shatdal , chander kant , jeffrey f. naughton",sigmod record,very large data bases,1996,1994
5476,0,an efficient algorithm for mining association rules in large databases,cure : an efficient clustering algorithm for large databases,"edward omiecinski , shamkant b. navathe , ashok savasere","sudipto guha , rajeev rastogi , kyuseok shim",vldb,international conference on management of data,1995,1998
2889,0,a requirement-based approach to data modeling and re-engineering,a new approach to developing and implementing eager database replication protocols,"christian t. ramiller , alice h. muntz","bettina kemme , gustavo alonso",vldb,acm transactions on database systems ( tods ),1994,2000
7303,0,query unnesting in object-oriented databases,garbage collection in object-oriented databases using transactional cyclic reference counting,leonidas fegaras,"p. roy , s. seshadri , a. silberschatz , s. sudarshan , s. ashwin",sigmod conference,the vldb journal -- the international journal on very large data bases,1998,1998
6966,0,editor 's notes,editorial,ling liu,"peter apers , stefano ceri , richard snodgrass",sigmod record,the vldb journal -- the international journal on very large data bases,2003,2002
440,0,an efficient algorithm for mining association rules in large databases,a new sql-like operator for mining association rules,"edward omiecinski , shamkant b. navathe , ashok savasere","rosa meo , giuseppe psaila , stefano ceri",vldb,very large data bases,1995,1996
4687,0,the lyric language : querying constraint objects,safe query languages for constraint databases,"alexander brodsky , yoram kornatzky",peter z. revesz,sigmod conference,acm transactions on database systems ( tods ),1995,1998
4559,0,metadata for multimedia documents,mpeg-7 and multimedia database systems,"thomas c. rakow , klemens böhm",harald kosch,sigmod record,acm sigmod record,1994,2002
4974,1,determining text databases to search in the internet,determining text databases to search in the internet,"weiyi meng , naphtali rishe , clement t. yu , king-lup liu , xiaodong wang , yuhsi chang","weiyi meng , king-lup liu , clement t. yu , xiaodong wang , yuhsi chang , naphtali rishe",vldb,very large data bases,1998,1998
11589,1,similarity based retrieval of pictures using indices on spatial relationships,similarity based retrieval of pictures using indices on spatial relationships,"chengwen liu , a. prasad sistla , clement t. yu , king liu","a. prasad sistla , clement t. yu , chengwen liu , king liu",vldb,very large data bases,1995,1995
5973,0,towards an effective calculus for object query languages,optimizing object queries using an effective calculus,"david maier , leonidas fegaras","leonidas fegaras , david maier",sigmod conference,acm transactions on database systems ( tods ),1995,2000
3573,0,the coral deductive system,the ores temporal database management system,"raghu ramakrishnan , s. sudarshan , divesh srivastava , praveen seshadri","babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",vldb j.,international conference on management of data,1994,1994
3194,1,integrating reliable memory in databases,integrating reliable memory in databases,"peter m. chen , wee teck ng","wee teck ng , peter m. chen",vldb j.,the vldb journal -- the international journal on very large data bases,1998,1998
11186,0,online query processing,approximate query processing : taming the terabytes,"peter j. haas , joseph m. hellerstein","minos n. garofalakis , phillip b. gibbon",sigmod conference,very large data bases,2001,2001
5364,1,the third manifesto,the third manifesto,"c. j. date , hugh darwen","hugh darwen , c. j. date",sigmod record,acm sigmod record,1995,1995
6140,0,chorochronos : a research network for spatiotemporal database systems,research issues for data communication in mobile ad-hoc network database systems,"enrico nardelli , timos k. sellis , andrew u. frank , stéphane grumbach , hans-jörg schek , manolis koubarakis , michel scholl , ralf hartmut güting , barbara pernici , christian s. jensen , nikos a. lorentzos , babis theodoulidis , yannis manolopoulos , peter widmayer","leslie d. fife , le gruenwald",sigmod record,acm sigmod record,1999,2003
856,0,the prototype of the dare system,the coral deductive system,"tiziana catarci , giuseppe santucci","raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri",sigmod conference,the vldb journal -- the international journal on very large data bases,2001,1994
6513,0,automation in information extraction and data integration,a case-based approach to information integration,sunita sarawagi,"maurizio panti , luca spalazzi , alberto giretti",vldb,very large data bases,2002,2000
89,0,materialized view selection and maintenance using multi-query optimization,outerjoin simplification and reordering for query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan","c &#233; sar galindo-legaria , arnon rosenthal",sigmod conference,acm transactions on database systems ( tods ),2001,1997
10862,0,query processing in tertiary memory databases,a cost model for query processing in high dimensional data spaces,sunita sarawagi,christian b &#246; hm,vldb,acm transactions on database systems ( tods ),1995,2000
7604,1,databases for gis,databases for gis,"claudia bauzer medeiros , fatima pires","claudia bauzer medeiros , fatima pires",sigmod record,acm sigmod record,1994,1994
4613,1,datablitz : a high performance main-memory storage manager,datablitz : a high performance main-memory storage manager,"p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta","jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan",vldb,very large data bases,1998,1998
2244,0,automatic discovery of language models for text databases,models and languages for describing and discovering e-services,"aiqun du , james p. callan , margaret e. connell","fabio casati , ming-chien shan",sigmod conference,international conference on management of data,1999,2001
5954,0,orientstore : a schema based native xml storage system,anatomy of a native xml base management system,"jing an , mong-li lee , daofeng luo , xiaofeng meng","t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",vldb,the vldb journal -- the international journal on very large data bases,2003,2002
11605,0,delaunay : a database visualization system,mineset ( tm ) : a system for high-end data mining and visualization,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski",,sigmod conference,very large data bases,1997,1996
53,1,user-defined table operators : enhancing extensibility for ordbms,user-defined table operators : enhancing extensibility for ordbms,"bernhard mitschang , michael jaedicke","michael jaedicke , bernhard mitschang",vldb,very large data bases,1999,1999
3111,0,converting relational to object-oriented databases,an efficient method for checking object-oriented database schema correctness,joseph fong,"a. formica , h. d. groger , m. missikoff",sigmod record,acm transactions on database systems ( tods ),1997,1998
10677,1,mapping extended entity relationship model to object modeling technique,mapping extended entity relationship model to object modeling technique,joseph fong,joseph fong,sigmod record,acm sigmod record,1995,1995
751,1,influence sets based on reverse nearest neighbor queries,influence sets based on reverse nearest neighbor queries,"s. muthukrishnan , flip korn","flip korn , s. muthukrishnan",sigmod conference,international conference on management of data,2000,2000
1301,1,access to objects by path expressions and rules,access to objects by path expressions and rules,"jürgen frohn , georg lausen , heinz uphoff","j &#252; rgen frohn , georg lausen , heinz uphoff",vldb,very large data bases,1994,1994
11029,0,efficient view maintenance at data warehouses,efficient materialization and use of views in data warehouses,"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh","m &#225; rcio farias de souza , marcus costa sampaio",sigmod conference,acm sigmod record,1997,1999
1518,1,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"dimitris papadias , yufei tao","yufei tao , dimitris papadias",vldb,very large data bases,2001,2001
4731,0,strudel : a web-site management system,catching the boat with strudel : experiences with a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu","mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",sigmod conference,international conference on management of data,1997,1998
8591,0,optimization of dynamic query evaluation plans,adaptable query optimization and evaluation in temporal middleware,"goetz graefe , richard l. cole","giedrius slivinskas , christian s. jensen , richard thomas snodgrass",sigmod conference,international conference on management of data,1994,2001
2489,1,semantic interoperability in information services : experiencing with coopware,semantic interoperability in information services : experiencing with coopware,avigdor gal,avigdor gal,sigmod record,acm sigmod record,1999,1999
11531,0,niagaracq : a scalable continuous query system for internet databases,ariadne : a system for constructing mediators for internet sources,"yuan wang , feng tian , david j. dewitt , jianjun chen","jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada",sigmod conference,international conference on management of data,2000,1998
11330,0,integrating mining with relational database systems : alternatives and implications,"object-relational database systems ( tutorial ) : principles , products and challenges","shiby thomas , rakesh agrawal , sunita sarawagi","michael j. carey , nelson m. mattos , anil k. nori",sigmod conference,international conference on management of data,1998,1997
1124,1,communication efficient distributed mining of association rules,communication-efficient distributed mining of association rules,"ran wolff , assaf schuster","assaf schuster , ran wolff",sigmod conference,international conference on management of data,2001,2001
7566,1,distributed query evaluation on semistructured data,distributed query evaluation on semistructured data,dan suciu,dan suciu,acm trans . database syst .,acm transactions on database systems ( tods ),2002,2002
3735,0,a language based multidatabase system,smooth - a distributed multimedia database system,"konrad schwarz , eva kühn , thomas tschernko","harald kosch , l &#225; szl &#243; b &#246; sz &#246; rm &#233; nyi , alexander bachlechner , christian hanin , christian hofbauer , margit lang , carmen riedler , roland tusch",sigmod conference,very large data bases,1994,2001
8617,0,devise : integrated querying and visualization of large datasets,databases and visualization,"miron livny , raghu ramakrishnan , donko donjerkovic , shilpa lawande , jussi myllymaki , guangshun chen , r. kent wenger , kevin s. beyer",daniel a. keim,sigmod conference,international conference on management of data,1997,1996
1104,0,query rewriting for semistructured data,semistructured and structured data in the web : going back and forth,"vasilis vassalos , yannis papakonstantinou","paolo atzeni , giansalvatore mecca , paolo merialdo",sigmod conference,acm sigmod record,1999,1997
3855,0,anatomy of a native xml base management system,strudel : a web site management system,"thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer","mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",vldb j.,international conference on management of data,2002,1997
11760,0,on supporting containment queries in relational database management systems,implementation of magic-sets in a relational database system,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang","inderpal singh mumick , hamid pirahesh",sigmod conference,international conference on management of data,2001,1994
6369,1,query unnesting in object-oriented databases,query unnesting in object-oriented databases,leonidas fegaras,leonidas fegaras,sigmod conference,international conference on management of data,1998,1998
2827,1,benchmarking queries over trees : learning the hard truth the hard way,benchmarking queries over trees : learning the hard truth the hard way,"sophie cluet , fanny wattez , véronique benzaken , guy ferran , christian fiegel","fanny wattez , sophie cluet , v &#233; ronique benzaken , guy ferran , christian fiegel",sigmod conference,international conference on management of data,2000,2000
10154,1,the impact of technology on commercial transaction processing,the impact of object technology on commercial transaction processing,edward e. cobb,edward e. cobb,vldb j.,the vldb journal -- the international journal on very large data bases,1997,1997
38,1,"a query language for multidimensional arrays : design , implementation , and optimization techniques","a query language for multidimensional arrays : design , implementation , and optimization techniques","limsoon wong , rona machlin , leonid libkin","leonid libkin , rona machlin , limsoon wong",sigmod conference,international conference on management of data,1996,1996
11446,0,supporting multiple view maintenance policies,view maintenance in mobile computing,"latha s. colby , kenneth a. ross , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick","ouri wolfson , prasad sistla , son dao , kailash narayanan , ramya raj",sigmod conference,acm sigmod record,1997,1995
11351,0,integrating modelling systems for environmental management information systems,analysis of navigation behaviour in web sites integrating multiple information systems,"david j. abel , dean kuo , kerry l. taylor","bettina berendt , myra spiliopoulou",sigmod record,the vldb journal -- the international journal on very large data bases,1997,2000
11704,0,implementation of magic-sets in a relational database system,delaunay : a database visualization system,"inderpal singh mumick , hamid pirahesh","isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",sigmod conference,international conference on management of data,1994,1997
5518,0,mariposa : a wide-area distributed database system,the mariposa distributed database management system,"carl staelin , paul m. aoki , witold litwin , michael stonebraker , adam sah , jeff sidell , andrew yu , avi pfeffer",jeff sidell,vldb j.,acm sigmod record,1996,1996
2229,0,anatomy of a native xml base management system,lore : a database management system for semistructured data,"thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer","jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",vldb j.,acm sigmod record,2002,1997
5755,0,materialized views and data warehouses,algorithms for materialized view design in data warehousing environment,nick roussopoulos,"jian yang , kamalakar karlapalem , qing li",sigmod record,very large data bases,1998,1997
2794,0,xmas : an extensible main-memory storage system for high-performance applications,"high-performance and scalability through application tier,in-memory data management","ki hong kim , yong sik kwon , sang kyun cha , jang ho park , byoung dae park , sangho lee",,sigmod conference,very large data bases,1998,2000
2254,0,merge replication in microsoft 's sql server 7.0,hash joins and hash teams in microsoft sql server,brad hammond,"goetz graefe , ross bunker , shaun cooper",sigmod conference,very large data bases,1999,1998
1196,1,a foundation for multi-dimensional databases,a foundation for multi-dimensional databases,"laks v. s. lakshmanan , marc gyssens","marc gyssens , laks v. s. lakshmanan",vldb,very large data bases,1997,1997
2643,1,mpeg-7 standard for multimedia databases,standard for multimedia databases,john r. smith,john r. smith,sigmod conference,international conference on management of data,2001,2001
6932,1,design principles for data-intensive web sites,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri","stefano ceri , piero fraternali , stefano paraboschi",sigmod record,acm sigmod record,1999,1999
3164,0,agflow : agent-based cross-enterprise workflow management system,the araneus web-based management system,"boualem benatallah , anne h. h. ngu , phuong nguyen , liangzhao zeng","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",vldb,international conference on management of data,2001,1998
2228,0,data grid management systems,dynamat : a dynamic view management system for data warehouses,"arun jagatheesan , arcot rajasekar","yannis kotidis , nick roussopoulos",sigmod conference,international conference on management of data,2003,1999
11585,0,research issues for data communication in mobile ad-hoc network database systems,query optimization in compressed database systems,"leslie d. fife , le gruenwald","zhiyuan chen , johannes gehrke , flip korn",sigmod record,international conference on management of data,2003,2001
8160,0,repositories and object oriented databases,exact : an extensible approach to active object-oriented databases,philip a. bernstein,"oscar d &#237; az , arturo jaime",sigmod record,the vldb journal -- the international journal on very large data bases,1998,1997
6897,0,an annotated bibliography on real-time database systems,an annotated bibliography of benchmarks for object databases,özgür ulusoy,akmal b. chaudhri,sigmod record,acm sigmod record,1995,1995
7610,1,the need for distributed asynchronous transactions,the need for distributed asynchronous transactions,"lyman do , prabhu ram , pamela drew","lyman do , prabhu ram , pamela drew",sigmod conference,international conference on management of data,1999,1999
4581,0,lore : a lightweight object repository for semistructured data,query rewriting for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas","yannis papakonstantinou , vasilis vassalos",sigmod conference,international conference on management of data,1996,1999
11491,1,adaptive multi-stage distance join processing,adaptive multi-stage distance join processing,"sukho lee , bongki moon , hyoseop shin","hyoseop shin , bongki moon , sukho lee",sigmod conference,international conference on management of data,2000,2000
3119,0,a foundation for multi-dimensional databases,on effective multi-dimensional indexing for strings,"laks v. s. lakshmanan , marc gyssens","h. v. jagadish , nick koudas , divesh srivastava",vldb,international conference on management of data,1997,2000
1290,0,aurora : a data stream management system,anatomy of a native xml base management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun","t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",sigmod conference,the vldb journal -- the international journal on very large data bases,2003,2002
11400,0,reminiscences on influential papers,reminiscences on influential papers,"patrick valduriez , serge abiteboul , sophie cluet , kenneth a. ross , raghu ramakrishnan , guy m. lohman , david b. lomet , richard t. snodgrass , gultekin özsoyoglu , michael j. franklin , timos k. sellis",kenneth a. ross,sigmod record,acm sigmod record,1999,2003
9378,0,"probabilistic temporal databases , i : algebra",probview : a flexible probabilistic database system,"alex dekhtyar , robert ross , v. s. subrahmanian","laks v. s. lakshmanan , nicola leone , robert ross , v. s. subrahmanian",acm trans . database syst .,acm transactions on database systems ( tods ),2001,1997
3383,0,vxmlr : a visual xml-relational database system,the multidimensional database system rasdaman,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang","p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann",vldb,international conference on management of data,2001,1998
3148,1,mocha : a self-extensible database middleware system for distributed data sources,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodriguez-martinez , nick roussopoulos","manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos",sigmod conference,international conference on management of data,2000,2000
8740,1,domino : databases for moving objects tracking,domino : databases for moving objects tracking,"jutai zhou , ouri wolfson , sam chamberlain , a. prasad sistla , bo xu","ouri wolfson , prasad sistla , bo xu , jutai zhou , sam chamberlain",sigmod conference,international conference on management of data,1999,1999
11821,0,efficient integration and aggregation of historical information,eager aggregation and lazy aggregation,"amr el abbadi , mirek riedewald , divyakant agrawal","weipeng p. yan , per - &#197; ke larson",sigmod conference,very large data bases,2002,1995
6304,0,a taxonomy for secure object-oriented databases,observations on the odmg-93 proposal for an object-oriented database language,"sebastiaan h. von solms , martin s. olivier",won kim,acm trans . database syst .,acm sigmod record,1994,1994
286,1,best-effort cache synchronization with source cooperation,best-effort cache synchronization with source cooperation,"chris olston , jennifer widom","chris olston , jennifer widom",sigmod conference,international conference on management of data,2002,2002
11032,0,aurora : a new model and architecture for data stream management,issues in data stream management,"christian convey , sangdon lee , ugur çetintemel , daniel j. abadi , michael stonebraker , mitch cherniack , donald carney , stanley b. zdonik , nesime tatbul","lukasz golab , m. tamer &#214; zsu",vldb j.,acm sigmod record,2003,2003
1559,1,"gangam - a solution to support multiple data models , their mappings and maintenance","sangam - a solution to support multiple data models , their mappings and maintenance","elke a. rundensteiner , gail mitchell , wang-chien lee , harumi a. kuno , xin zhang , hong su , kajal t. claypool","kajal t. claypool , elke a. rundensteiner , xin zhang , su hong , harumi kuno , wang-chien lee , gail mitchell",sigmod conference,international conference on management of data,2001,2001
12314,1,making b + - trees cache conscious in main memory,making b + - trees cache conscious in main memory,"kenneth a. ross , jun rao","jun rao , kenneth a. ross",sigmod conference,international conference on management of data,2000,2000
1022,0,data warehousing and olap for decision support ( tutorial ),an overview of data warehousing and olap technology,"surajit chaudhuri , umeshwar dayal","surajit chaudhuri , umeshwar dayal",sigmod conference,acm sigmod record,1997,1997
6560,1,managing large systems with db2 udb,managing large systems with db2 udb,chris eaton,chris eaton,sigmod conference,international conference on management of data,1998,1998
10759,1,the coral deductive system,the coral deductive system,"raghu ramakrishnan , s. sudarshan , divesh srivastava , praveen seshadri","raghu ramakrishnan , divesh srivastava , s. sudarshan , praveen seshadri",vldb j.,the vldb journal -- the international journal on very large data bases,1994,1994
8080,1,"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach","adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach","michael j. carey , michael j. franklin , markos zaharioudakis","markos zaharioudakis , michael j. carey , michael j. franklin",acm trans . database syst .,acm transactions on database systems ( tods ),1997,1997
6559,0,sprint : a scalable parallel classifier for data mining,scalable parallel data mining for association rules,"john c. shafer , rakesh agrawal , manish mehta","eui-hong han , george karypis , vipin kumar",vldb,international conference on management of data,1996,1997
5217,0,design principles for data-intensive web sites,building and customizing data-intensive web sites using weave,"piero fraternali , stefano paraboschi , stefano ceri","khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",sigmod record,very large data bases,1999,2000
5348,0,storing semistructured data with stored,describing semistructured data,"alin deutsch , mary f. fernandez , dan suciu",luca cardelli,sigmod conference,acm sigmod record,1999,2001
4180,0,cache investment : integrating query optimization and distributed data placement,query caching and optimization in distributed mediator systems,"donald kossmann , gerhard drasch , michael j. franklin","s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",acm trans . database syst .,international conference on management of data,2000,1996
4704,1,the 3w model and algebra for unified data mining,the 3w model and algebra for unified data mining,"laks v. s. lakshmanan , raymond t. ng , theodore johnson","theodore johnson , laks v. s. lakshmanan , raymond t. ng",vldb,very large data bases,2000,2000
8202,0,relational data sharing in peer-based data management systems,data placement in shared-nothing parallel database systems,"beng chin ooi , yanfeng shu , kian-lee tan","manish mehta , david j. dewitt",sigmod record,the vldb journal -- the international journal on very large data bases,2003,1997
6325,0,open object database management systems,a database model for object dynamics,josé a. blakeley,"m. p. papazoglou , b. j. kr &#228; mer",sigmod conference,the vldb journal -- the international journal on very large data bases,1994,1997
3829,0,efficient optimistic concurrency control using loosely synchronized clocks,efficient concurrency control for broadcast environments,"barbara liskov , atul adya , robert gruber , umesh maheshwari","jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham",sigmod conference,international conference on management of data,1995,1999
6031,0,a close look at the ifo data model,response to a close look at the ifo data model,magdy s. hanna,"serge abiteboul , richard hull",sigmod record,acm sigmod record,1995,1995
1906,1,fintime - a financial time series benchmark,fintime : a financial time series benchmark,"kaippallimalil j. jacob , dennis shasha","kaippallimalil j. jacob , dennis shasha",sigmod record,acm sigmod record,1999,1999
2834,0,integration of data mining with database technology,integrating association rule mining with relational database systems : alternatives and implications,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad","sunita sarawagi , shiby thomas , rakesh agrawal",vldb,international conference on management of data,2000,1998
10127,0,versioning and configuration management in an object-oriented data model,evolution and change in data management - issues and directions,edward sciore,"john f. roddick , lina al-jadir , leopoldo bertossi , marlon dumas , florida estrella , heidi gregersen , kathleen hornsby , jens lufter , federica mandreoli , tomi m &#228; nnist &#246; , enric mayol , lex wedemeijer",vldb j.,acm sigmod record,1994,2000
21,1,on wrapping query languages and efficient xml integration,on wrapping query languages and efficient xml integration,"jérôme siméon , vassilis christophides , sophie cluet","vassilis christophides , sophie cluet , j &#233; r &#466; me sim &#232; on",sigmod conference,international conference on management of data,2000,2000
9352,0,an extendible hash for multi-precision similarity querying of image databases,optimizing multi-feature queries for image databases,"m. tamer özsu , shu lin , raymond t. ng , vincent oria","ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling",vldb,very large data bases,2001,2000
9909,0,tigukat : a uniform behavioral objectbase management system,open object database management systems,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron",jos &#233; a. blakeley,vldb j.,international conference on management of data,1995,1994
10277,1,dimensionality reduction for similarity searching in dynamic databases,dimensionality reduction for similarity searching in dynamic databases,"ambuj k. singh , kothuri venkata ravi kanth , divyakant agrawal","k. v. ravi kanth , divyakant agrawal , ambuj singh",sigmod conference,international conference on management of data,1998,1998
9920,0,efficient incremental garbage collection for client-server object database systems,open object database management systems,"laurent amsaleg , olivier gruber , michael j. franklin",jos &#233; a. blakeley,vldb,international conference on management of data,1995,1994
11526,0,integrating modelling systems for environmental management information systems,geo/environmental and medical data management in the rasdaman system,"david j. abel , dean kuo , kerry l. taylor","peter baumann , paula furtado , roland ritsch , norbert widmann",sigmod record,very large data bases,1997,1997
3836,1,mining email content for author identification forensics,mining e-mail content for author identification forensics,"george m. mohay , m. corney , a. anderson , olivier y. de vel","o. de vel , a. anderson , m. corney , g. mohay",sigmod record,acm sigmod record,2001,2001
4200,0,fibonacci : a programming language for object databases,investigation of algebraic query optimisation techniques for database programming languages,"antonio albano , renzo orsini , giorgio ghelli","alexandra poulovassilis , carol small",vldb j.,very large data bases,1995,1994
11345,1,progressive approximate aggregate queries with a multi-resolution tree structure,progressive approximate aggregate queries with a multi-resolution tree structure,"iosif lazaridis , sharad mehrotra","iosif lazaridis , sharad mehrotra",sigmod conference,international conference on management of data,2001,2001
9402,1,potter 's wheel : an interactive data cleaning system,potter 's wheel : an interactive data cleaning system,"joseph m. hellerstein , vijayshankar raman","vijayshankar raman , joseph m. hellerstein",vldb,very large data bases,2001,2001
7481,0,editor 's notes,editorial,michael j. franklin,richard snodgrass,sigmod record,acm transactions on database systems ( tods ),1998,2001
45,0,partial results for online query processing,sequence query processing,"joseph m. hellerstein , vijayshankar raman","praveen seshadri , miron livny , raghu ramakrishnan",sigmod conference,international conference on management of data,2002,1994
10642,0,query rewriting for semistructured data,a query language and optimization techniques for unstructured data,"vasilis vassalos , yannis papakonstantinou","peter buneman , susan davidson , gerd hillebrand , dan suciu",sigmod conference,international conference on management of data,1999,1996
2947,1,semantic b2b integration : issues in ontology-based applications,semantic b2b integration : issues in ontology-based approaches,"zhan cui , paul o'brien , dean m. jones","zhan cui , dean jones , paul o'brien",sigmod record,acm sigmod record,2002,2002
7443,0,distance-based outliers : algorithms and applications,finding intensional knowledge of distance-based outliers,"v. tucakov , raymond t. ng , edwin m. knorr","edwin m. knorr , raymond t. ng",vldb j.,very large data bases,2000,1999
710,0,efficient algorithms for mining outliers from large data sets,an efficient algorithm for mining association rules in large databases,"kyuseok shim , sridhar ramaswamy , rajeev rastogi","ashoka savasere , edward omiecinski , shamkant b. navathe",sigmod conference,very large data bases,2000,1995
6521,1,redo recovery after system crashes,redo recovery after system crashes,"mark r. tuttle , david b. lomet","david b. lomet , mark r. tuttle",vldb,very large data bases,1995,1995
2129,0,capbased-ams : a capability-based and event-driven activity management system,the araneus web-based management system,"kamalakar karlapalem , helen p. yeung , patrick c. k. hung","g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",sigmod conference,international conference on management of data,1996,1998
6905,0,space optimization in deductive databases,tail recursion elimination in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",kenneth a. ross,acm trans . database syst .,acm transactions on database systems ( tods ),1995,1996
9863,0,approximate xml joins,approximate join processing over data streams,"h. v. jagadish , ting yu , divesh srivastava , sudipto guha , nick koudas","abhinandan das , johannes gehrke , mirek riedewald",sigmod conference,international conference on management of data,2002,2003
9181,0,report from the nsf workshop on workflow and process automation in information systems,report on second international workshop on advanced issues of e-commerce and web-based information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden","kun-lung wu , philip s. yu",sigmod record,acm sigmod record,1996,2000
6411,1,energy and rate based mac protocol for wireless sensor networks,energy and rate based mac protocol for wireless sensor networks,"ramaraju kalidindi , vijay kumar , rajgopal kannan , s. sitharama iyengar","rajgopal kannan , ram kalidindi , s. s. iyengar , vijay kumar",sigmod record,acm sigmod record,2003,2003
