_id,label,left_title,right_title,left_authors,right_authors,left_venue,right_venue,left_year,right_year
2168,0,mining system audit data : opportunities and challenges,xml full-text search : challenges and opportunities,"w lee , w fan","s amer-yahia , j shanmugasundaram",sigmod record,"proceedings of the 31st international conference on very & hellip ; ,",2001,2005.0
20200,0,middle east technical university software research and development center,software research and development center,a dogac,"c dengi , e gokkoca , c evrendilek , p karagoz , e",sigmod record,"sigmod record ,",1996,1996.0
15909,1,implementing xquery 1.0 : the galax experience,implementing xquery 1.0 : the galax experience,"m fernandez , j simщon , b choi , a marian , g sur","m fernandez , j simeon , b choi , a marian , g sur",vldb,"proceedings of the international conference on very large & hellip ; ,",2003,2003.0
14856,0,guest editor 's introduction,introduction,,p alston,,"see ref ,",2003,1990.0
16602,0,index nesting - an efficient approach to indexing in object-oriented databases,index configuration in object-oriented databases,"b ooi , j han , h lu , k tan",e bertino,vldb j.,"the vldb journal the international journal on very large & hellip ; ,",1996,1994.0
10847,1,the dangers of replication and a solution,the dangers of replication,"j gray , p helland , p o'neil , d shasha","j gray , p helland , poâ ?? neil , d shasha",sigmod conference,"proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996,
9298,0,client-site query extensions,fusion extensions,"t mayr , p seshadri",ws chao,sigmod conference,"internal report , mit laboratory for computer science .",1999,
11443,0,on the computation of relational view complements,"implementation of data abstraction in the relational system , ingres","j lechtenbіrger , g vossen",j ongâ ? ¦,acm trans . database syst .,"acm sigmod record , march ,",2003,
12673,0,interview with jim gray,distinguished database profiles : interview with jim gray,,m winslett,,"sigmod record ,",2003,
1857,0,storage and retrieval of xml data using relational databases,designing relational database systems,,r riordan,,,2001,1999.0
26278,0,the mariposa distributed database management system,performance evaluation of a temporal database management system,j sidell,r snodgrass,sigmod record,"proc . acm sigmod , conf management of data , may ,",1996,
6853,1,a content-based multimedia server for massively parallel architectures,prospector : a content-based multimedia server for massively parallel architectures,"w o'connell , i ieong , d schrader , c watson , g au , a biliris , s choo , p colin , g linderman , e panagos , j wang , t walters","g au , a biliris , h chen , s choo , k ganapathy , g",sigmod conference,"sigmod record ,",1996,1996.0
887,0,odefs : a file system interface to an object-oriented database,versions and configurations in object-oriented database systems : a uniform treatment,"n gehani , h jagadish , w roome","l goldstein golendziner , c saraiva dos santos",vldb,"proc . 7th . int . conf . on management of data ,",1994,
3075,1,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,"a kraiss , g weikum","a kraiss , g weikum",vldb j.,"the vldb journal the international journal on very large & hellip ; ,",1998,1998.0
21804,0,infering structure in semistructured data,distributed query evaluation on semistructured data,"s nestorov , s abiteboul , r motwani",d suciu,sigmod record,"acm transactions on database systems ,",1997,2002.0
20284,0,caching technologies for web applications,hyper-programming web applications,c mohan,"jd fox , h detmold , k falkner",vldb,,2001,
4657,1,spatial joins using seeded trees,1994 . spatial joins using seeded trees,"m lo , c ravishankar","m lo , c ravishankar",sigmod conference,proc . acm sigmod int . conf . on management of,1994,
27763,0,an introduction to deductive database languages and systems,an introduction to the unified database language ( udl ),"k ramamohanarao , j harland",cj date,vldb j.,"vldb ,",1994,
25096,1,information systems research at george mason university,information systems research at george mason university,"s jajodia , d barbarс , a brodsky , l kerschberg , a motro , e sibley , x wang","s jajodia , d barbarã ¡ , a brodsky , l kerschberg , a",sigmod record,"acm sigmod record ,",1997,1997.0
8023,1,functional properties of information filtering,on functional properties of information filtering,"r sawai , m tsukamoto , y loh , t terada , s nishio","r sawai , m tsukamoto , t terada , yh loh , s nishio",vldb,"electronics and communications in japan ( part ii electronics ) ,",2001,2003.0
24958,0,wavecluster : a wavelet based clustering approach for spatial data in very large databases,birch : an efficient data clustering method for very large databases,"g sheikholeslami , s chatterjee , a zhang",tzrrm livny,vldb j.,,2000,1998.0
25943,0,database research at columbia university,database research at ipsi,"s chang , l gravano , g kaiser , k ross , s stolfo","e neuhold , v turau",sigmod record,"acm sigmod record ,",1998,1992.0
13899,0,a fast index for semistructured data,indexing semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon","j mchugh , j widom , s abiteboul , q luo , a rajaraman",vldb,,2001,
9224,0,the whips prototype for data warehouse creation and maintenance,data warehouse design and maintenance through schema transformations,"w labio , y zhuge , j wiener , h gupta , h garcia-molina , j widom",a marotta,sigmod conference,,1997,
27800,0,indexing images in oracle8i,interactive indexing into image database,"m annamalai , r chopra , s defazio",mj swain,sigmod conference,"proc . spie ,",2000,1993.0
12398,1,efficient algorithms for processing xpath queries,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler","g koch , c koch , r pichler",vldb,"28th vldb conference ,",2002,
9435,1,fine-grained sharing in a page server oodbms,"fine-grained sharing in a page server oodbms , '' acm sigmod intl","m carey , m franklin , m zaharioudakis","m carey , mj franklin , m zaharioudakis",sigmod conference,"conf . on management of data , minneapolis , mi , may ,",1994,
3351,0,extraction of object-oriented structures from existing relational databases,object-oriented querrying of existing relational databases,"s ramanathan , j hodges","da keim , hp kriegel , a miethsam",sigmod record,,1997,
3917,0,"the glue-nail deductive database system : design , implementation , and evaluation","m. and ramakrishnan , r. 1996 . seq : design & implementation of sequence database system","m derr , s morishita , g phipps",pl seshadri,vldb j.,proceedings of the 22nd international conference on very,1994,
21559,1,tutorial : data access,tutorial : data access,,"ja blakeley , a deshpande",,,2000,
7308,0,dblearn : a system prototype for knowledge discovery in relational databases,knowledge discovery in databases,"j han , y fu , y huang , y cai , n cercone",g piateski,sigmod conference,,1994,1991.0
20729,0,continuous nearest neighbor search,nearest neighbor queries,"y tao , d papadias , q shen","n roussopoulos , s kelley , f vincent",vldb,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",2002,1995.0
17080,1,offering a precision-performance tradeoff for aggregation queries over replicated data,offering a precision-performance tradeoff for aggregation queries over replicated data,"c olston , j widom","c olston , j widom",vldb,"vldb ,",2000,2000.0
26133,1,metu object-oriented dbms,metu object-oriented database system,"a dogac , i arpinar , c evrendilek , c ozkan , i altintas , i durusoy , m altinel , t okay , y saygin",a dogacâ ? ¦,sigmod conference,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",1994,
11692,0,priority assignment in real-time active databases,priority assignment in distributed real-time databases using optimistic concurrency control,"r sivasankaran , j stankovic , d towsley , b purimetla , k ramamritham","ky lam , vcs lee , sl hung , bcm kao",vldb j.,,1996,
5474,0,query by diagram : a graphical environment for querying databases,aql : an alignment based language for querying string databases,"t catarci , g santucci","g grahne , r hakli , m nykanen , e ukkonen",sigmod conference,,1994,
10875,1,a brief survey of web data extraction tools,a brief survey of web data extraction tools,"a laender , b ribeiro-neto , a silva , j teixeira","as da silva , js teixeira",sigmod record,"sigmod record ,",2002,2002.0
11812,0,converting relational to object-oriented databases,set-oriented production rules in relational database systems,j fong,portal.acm.org,sigmod record,,1997,
16070,0,sybase replication server,replication server : a component of sybase system 10,"a gorelik , y wang , m deppe","n monserrat , t palanca , m deppe , b hartman",sigmod conference,"technical document , sybase inc. , april ,",1994,
6193,0,chair 's message,needha chair 's message,,m hagler,,"ieee edsoc/asee ee div . '' newsletter '' , spring",1998,
14433,0,editor 's notes,editors ' notes,jennifer widom,"lf goodchild , ke green , el katz , rc kluever",sigmod record,"new directions for higher education ,",1996,
14421,0,design and user testing of a multi-paradigm query interface to an object-oriented database,query unnesting in object-oriented databases,"d doan , n paton , a kilgour",l fegaras,sigmod record,,1995,
8936,0,act-net - the active database management system manifesto : a rulebase of adbms features,native xml database management systems : the survey,,"k chatzinas , h meng",sigmod record,,1996,
25542,0,nd-sql : a multi-dimensional language for interoperability and olap,languages for multi-database interoperability,"f gingras , l lakshmanan","f gingras , lvs lakshmanan , in subramanian , d",vldb,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",1998,1997.0
15809,0,lineage tracing for general data warehouse transformations,data warehouse design and maintenance through schema transformations,"y cui , j widom",a marotta,vldb,,2001,
889,0,efficient algorithms for processing xpath queries,stream processing of xpath queries with predicates,"g gottlob , c koch , r pichler","k ashish , s dan",vldb,"proc . of the sigmod . acm ,",2002,
663,0,cost-based optimization for magic : algebra and implementation,context-based prefetch-an optimization for implementing objects on relations,"p seshadri , j hellerstein , h pirahesh , t leung , r ramakrishnan , d srivastava , p stuckey , s sudarshan","pa bernstein , s pal , d shutt",sigmod conference,"the vldb journal the international journal on very large & hellip ; ,",1996,2000.0
13545,0,the ccube constraint object-oriented database system,features of the orion object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo","w kim , n ballou , ht chou , jf garza , d woelk",sigmod conference,"acm press frontier series ,",1999,1989.0
9428,0,editor 's notes,editors ' notes,l liu,"c knapper , s piccinin",sigmod record,"new directions for teaching and learning ,",2002,
25591,0,the wasa2 object-oriented workflow management system,the araneus web-base management system,"g vossen , m weske","p atzeni , g mecca , p merialdo , a masci , g sindoni",sigmod conference,"proc . int . conf . sigmod ,",1999,
26286,0,describing and using query capabilities of heterogeneous sources,semantic integration and query of heterogeneous information sources,"v vassalos , y papakonstantinou","s bergamaschi , s castano , m vincini , d beneventano",vldb,,1997,
24701,1,overview of the special section on temporal database infrastructure,overview of the special section on temporal database infrastructure,r snodgrass,rt snodgrass,sigmod record,"sigmod record ,",1994,1994.0
6669,0,fast algorithms for mining association rules in large databases,a new sql-like operator for mining association rules,"r agrawal , r srikant",r meo,vldb,"vldb ,",1994,1996.0
27541,0,a conceptual architecture for semantic web enabled web services,enabling a scalable service-oriented architecture with semantic web services,"c bussler , d fensel , a maedche","a duke , j davies , m richardson",sigmod record,"bt technology journal ,",2002,2005.0
23400,0,scalable parallel data mining for association rules,preserving privacy in data preparation for association rule mining,"e han , g karypis , v kumar","n zhang , s wang , w zhao",sigmod conference,,1997,
24635,0,parametric query optimization,the next framework for logical xquery optimization,"y ioannidis , r ng , k shim , t sellis","a deutsch , y papakonstantinou , y xu",vldb j.,"proceedings of the international conference on very large & hellip ; ,",1997,2004.0
15406,1,capability based mediation in tsimmis,"y , papakonstantinou , j. ullmann , m. valiveti , capability based mediation in tsimmis","c li , r yerneni , v vassalos , h garcia-molina , y papakonstantinou , j ullman , m valiveti","c li , r yerneni , v vassalos , h garcia-molina",sigmod conference,"proc . of acm sigmod conf . ( demonstration ) , seattle , & hellip ; ,",1998,
8746,1,improved query performance with variant indexes,improved query performance with variant indexes . sigmod intl. conf,"p o'neil , d quass","p ã?neill , d quass",sigmod conference,"on management of data , tucson ,",1997,
25243,0,a logical foundation for deductive object-oriented databases,translating update operations from relational to object-oriented databases,"m liu , g dobbie , t ling","pm reppert , fd morgan , mn toksoz , x zhang , j fong",acm trans . database syst .,"information and software technology ,",2002,2000.0
13411,0,semantics for update rule programs and implementations in a relational database management system,semantics and implementation of schema evolution in object-oriented database systems,"l raschid , j lobo","j banerjee , w kim , hj kim , hf korth",acm trans . database syst .,proceedings of the international conference on management of,1996,
3868,1,supporting valid-time indeterminacy,supporting valid-time indeterminacy,"c dyreson , r snodgrass","ce dyreson , rt snodgrass",acm trans . database syst .,"acm transactions on database systems ,",1998,1998.0
25039,0,relating distributed objects,itasca distributed odbms,"b martin , r cattell",dk barry,vldb,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",1994,1992.0
14565,0,performing jobs without decompression in a compressed database system,data compression and database performance,"s o'connell , n winterbottom","g graefe , l shapiro",sigmod record,,2003,
24237,0,agora : living with xml and relational,xml and relational : how to live with both,"i manolescu , d florescu , d kossmann , f xhumari , d olteanu","i manolescu , d florescu , d kossman , f xhumari , d",vldb,"vldbâ ?? 00 ,",2000,
1802,1,optimal clip ordering for multi-clip queries,optimal clip ordering for multi-clip queries,"r ng , p shum","tn raymond , s paul",vldb j.,"vldb journal ,",1998,
24520,0,formal query languages for secure relational databases,semantics of query languages for network databases,"m winslett , k smith , x qian",k subieta,acm trans . database syst .,"acm transactions on database systems ,",1994,1985.0
11795,0,qursed : querying and reporting semistructured data,storing semistructured datawith stored,"y papakonstantinou , m petropoulos , v vassalos","a deutsch , m fernandez , d suciu",sigmod conference,"& hellip ; of the acm sigmod international conference on management of & hellip ; ,",2002,
3251,1,"olap , relational , and multidimensional database systems","olap , relational , and multidimensional database systems",g colliat,g colliat,sigmod record,"sigmod record ,",1996,1996.0
25057,0,ensuring relaxed atomicity for flexible transactions in multidatabase systems,integrity constraints in multidatabase systems,"a zhang , m nodine , b bhargava , o bukhres",rhdkm wong,sigmod conference,,1994,
6836,0,low-cost compensation-based query processing,xml query processing,"и grјvlen , s hvasshovd , и torbjјrnsen","d florescu , d kossmann",vldb,"data engineering , 2004 . proceedings . 20th international",1998,
863,0,t2 : a customizable parallel database for multi-dimensional data,a foundation for multi-dimensional databases,"c chang , a acharya , a sussman , j saltz","m gyssens , lvs lakshmanan",sigmod record,,1998,
14253,0,the aditi deductive database system,design overview of the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland","j vaghani , k ramamohanarao , db kemp , z somogyi , pj",vldb j.,,1994,
22383,1,the merge/purge problem for large databases,the merge/purge problem for large databases,"m hernсndez , s stolfo","ma hernandez , sj stolfo",sigmod conference,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995,1995.0
23478,0,database issues in telecommunications network management,mobile software agents for control in telecommunications networks,i ahn,"s appleby , s steward",sigmod conference,"bt technology journal ,",1994,2000.0
2137,1,a logical view of structured files,a logical view of structured files,"s abiteboul , s cluet , t milo","s abiteboul , s cluet , t milo",vldb j.,"the vldb journal the international journal on very large & hellip ; ,",1998,1998.0
12801,0,thщmis : a database programming language handling integrity constraints,fadâ ?? a database programming language . rev 2,"v benzaken , a doucet","s danforth , s khoshafian , p valduriez",vldb j.,submitted for,1995,
2382,0,optimizing queries with universal quantification in object-oriented and object-relational databases,incomplete information in object-oriented databases,"j clauпen , a kemper , g moerkotte , k peithner",r zicari,vldb,"sigmod record ,",1997,1990.0
23701,1,concurrency and recovery for index trees,concurrency and recovery for index trees . digital equipment corp,"d lomet , b salzberg","d lomet , b salzberg",vldb j.,"tech report crl91/8 ( aug 1991 ) cambridge research lab , cambridge",1997,
17812,0,query by diagram : a graphical environment for querying databases,a graphical notebook as interaction metaphor for querying databases,"t catarci , g santucci","sf silva , t catarci , u schiel",sigmod conference,,1994,
22644,1,"using taxonomy , discriminants , and signatures for navigating in text databases","using taxonomy , discriminants , and signatures for navigating in text databases","s chakrabarti , b dom , r agrawal , p raghavan","s chakrabarti , b dom , r agrawal , p raghavan",vldb,"vldb ,",1997,1997.0
1145,1,fast algorithms for mining association rules in large databases,"fast algorithms for mining association rules in large databasesâ '' , bocca jb , jarke m. , zaniolo c. ,","r agrawal , r srikant","r agrawal , r srikant",vldb,"& hellip ; conference on very large data bases ( vldbâ ?? 94 ) , santiago de",1994,
19194,0,implementation aspects of an object-oriented dbms,improving object-oriented analysis,"a dogac , m altinel , c ozkan , i durusoy",g eckertâ ? ¦,sigmod record,,1995,1994.0
20410,1,the x-tree : an index structure for high-dimensional data,an index structure for high-dimensional data,"s berchtold , d keim , h kriegel","s berchtold , da keim , hp kriegel",vldb,"procs . of the 22nd vldb conference ,",1996,
2798,0,capturing and querying multiple aspects of semistructured data,managing and querying changes in semi-structured data,"c dyreson , m bіhlen , c jensen","s chawathe , s abiteboul , j widom",vldb,"proceedings of acm sigmod conference ,",1999,
18239,0,watermarking relational databases,answermg queries m relational databases,"r agrawal , j kiernan","mm ad ` atn , n spyratos",vldb,"proc a cm sigmod int conference on management of data , san",2002,
4377,1,minicon : a scalable algorithm for answering queries using views,minicon . a scalable algorithm for answering queries using views,"r pottinger , a halevy","r pttinger , a levy",vldb j.,"vldb journal ,",2001,
25103,1,approximating multi-dimensional aggregate range queries over real attributes,approximating multi-dimensional aggregate range queries over real attributes,"d gunopulos , g kollios , v tsotras , c domeniconi","d gunopulos , g kollios , vj tsotras , c domeniconi",sigmod conference,"sigmod conference ,",2000,2000.0
11587,0,fast subsequence matching in time-series databases,a probabilistic approach to fast pattern matching in time series databases,"c faloutsos , m ranganathan , y manolopoulos","e keogh , p smyth",sigmod conference,,1994,
6108,1,on parallel processing of aggregate and scalar functions in object-relational dbms,on parallel processing of aggregate and scalar functions in object-relational dbms,"m jaedicke , b mitschang","m jaedicke , b mitschang",sigmod conference,"sigmod conference ,",1998,1998.0
7806,1,towards event-driven modelling for database design,towards event-driven modelling for database design,"m teisseire , p poncelet , r cicchetti","p poncelet , m teisseire , r cicchetti",vldb,,1994,1994.0
11741,0,concurrency control in hierarchical multidatabase systems,concurrency control in group systems,"s mehrotra , h korth , a silberschatz","ca ellis , sj gibbs",vldb j.,"sigmod record ( acm special interest group on management of & hellip ; ,",1997,
25758,0,static detection of security flaws in object-oriented databases,incomplete information in object-oriented databases,k tajima,r zicari,sigmod conference,"sigmod record ,",1996,1990.0
9166,0,repositories and object oriented databases,tutorial on object-oriented databases,p bernstein,ms jackson,sigmod record,"information and software technology ,",1998,1991.0
12563,0,improving timeliness in real-time secure database systems,m. livny â ?? value-based scheduling in real-time database systemsâ ??,"s son , r david , b thuraisingham","jr haritsa , mj carey",sigmod record,"international journal on very large data bases ,",1996,
9533,0,bringing order to query optimization,open issues in parallel query optimization,"g slivinskas , c jensen , r snodgrass","d florescu , w hasan , p valdurize",sigmod record,"acm sigmod record ,",2002,
5039,1,rainforest - a framework for fast decision tree construction of large datasets,rainforestâ ?? a framework for fast decision tree classification of large datasets,"j gehrke , r ramakrishnan , v ganti","j gehrke , r ramakrishnan , v ganti",vldb,"proc . of the vldb conference , august , new york city , ny ,",1998,
2449,0,editor 's notes,editors ' notes,m franklin,"pj gray , tw banta",sigmod record,"new directions for higher education ,",1999,
25212,0,constructing the next 100 database management systems,elements of data management systems,"a geppert , k dittrich",gg dodd,sigmod record,"acm computing surveys ( csur ) ,",1994,1969.0
7036,1,discovering all most specific sentences,"discovering all most specific sentences by randomized algorithms extended abstractâ '' , rapport , 1997","d gunopulos , r khardon , h mannila , s saluja , h toivonen , r sharm","d gunopulos , h manila , s saluja",acm trans . database syst .,academy of,2003,
2367,0,open object database management systems,the active database management systems manifesto,,"kr dittrich , s gatziu , a geppert",,"sigmod record ,",1994,
7619,0,optimizing disjunctive queries with expensive predicates,minimal probing : supporting expensive predicates for top-k queries,"a kemper , g moerkotte , k peithner , m steinbrunn","kcc chang , s hwang",sigmod conference,"sigmod conference ,",1994,2002.0
28039,0,resource scheduling for composite multimedia objects,composite multimedia and active objects,"m garofalakis , y ioannidis , b жzden",sj gibbs,vldb,,1998,
13128,0,procedures in object-oriented query languages,a query language for moving object trajectories,"k subieta , y kambayashi , j leszczylowski","hmo mokhtar , j su",vldb,,1995,
19379,0,a logical foundation for deductive object-oriented databases,pointer-based join techniques for object-oriented databases,"m liu , g dobbie , t ling","df lieuwen , dj dewitt , m mehta",acm trans . database syst .,,2002,
17930,0,querying atsql databases with temporal logic,logical design for temporal databases with multiple temporal types,"j chomicki , d toman , m bіhlen","xs wang , c bettini , a brodsky , s jajodia",acm trans . database syst .,"acm transactions on database systems ,",2001,1997.0
2647,1,timber : a native xml database,yuqing wu . t imber : a native xml database,"h jagadish , s al-khalifa , a chapman , l lakshmanan , a nierman , s paparizos , j patel , d srivastava , n wiwatwattana , y wu , c yu","hv jagadish , s al-khalifa , l lakshmanan , a nierman",vldb j.,"& hellip ; of michigan , april 2002 . http://www . eecs . umich .",2002,
18289,0,selectivity estimation using probabilistic models,selectivity estimation for boolean queries,"l getoor , b taskar , d koller","z chen , s muthukrishnan",sigmod conference,,2001,
17541,0,cost-driven vertical class partitioning for methods in object oriented databases,a model of methods access authorization in object-oriented databases,"c fung , k karlapalem , q li","eb fernandez , mm larrondo-petrie , e gudes",vldb j.,"proc . of the 19th vldb conference , dublin ,",2003,
25492,0,a shrinking-based approach for multi-dimensional data analysis,a foundation for multi-dimensional db,"y shi , y song , a zhang","m gyssens , vs lakshmanan",vldb,"proc . of the 23rd vldb ,",2003,
4623,1,"using taxonomy , discriminants , and signatures for navigating in text databases","using taxonomy , discriminants , and signatures for navigating in text databases","s chakrabarti , b dom , r agrawal , p raghavan","scbdr agrawal , p raghavan",vldb,,1997,
1596,0,cost-based optimization for magic : algebra and implementation,opt + + : an object-oriented implementation for extensible database query optimization,"p seshadri , j hellerstein , h pirahesh , t leung , r ramakrishnan , d srivastava , p stuckey , s sudarshan","n kabra , dj dewitt",sigmod conference,"the vldb journal the international journal on very large & hellip ; ,",1996,1999.0
20554,0,temporal fds on complex objects,support for temporal data by complex objects,j wijsen,"w kaefer , n ritter , h schoening",acm trans . database syst .,"vldb ,",1999,1990.0
17710,0,the naos system,the fact system,"c collet , t coupaye",i horrocks,sigmod conference,"lecture notes in computer science ,",1995,1998.0
15074,0,searching on the secondary structure of protein sequences,batched searching of sequential and tree structured files,"l hammel , j patel",b shneiderman,vldb,"acm transactions on database systems ,",2002,1976.0
1667,0,discover : keyword search in relational databases,tuplerank and implicit relationship discovery in relational databases,"v hristidis , y papakonstantinou","x huang , q xue , j yang",vldb,,2002,
27125,0,locating data sources in large distributed systems,data allocation in distributed systems,"l galanis , y wang , s jeffery , d dewitt",p apers,vldb,"acm trans . database systems ,",2003,
18617,0,guest editorial,guest editorâ ?? s introduction,,tnd independence,,"sigmod record ,",2002,2003.0
18844,0,semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems,acces path selection in a relational database management system,"c tќrker , m gertz","p griths , m astrahan , d chamberlin , r lorie , t",vldb j.,acm sigmod 1979 international conference on management of,2001,
12665,0,panel : querying networked databases,querying logical databases,"n koudas , d srivastava",my vardi,sigmod conference,"proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",2003,1985.0
10831,1,an approach to confidence based page ranking for user oriented web search,an approach to confidence based page ranking for user oriented web search,"d mukhopadhyay , d giri , s singh","d mukhopadhyay , d giri , sr singh",sigmod record,"sigmod record ,",2003,2003.0
4542,1,warping indexes with envelope transforms for query by humming,warping indexes with envelope transforms for query-by-humming systems,"y zhu , d shasha","y zhu , d sasha",sigmod conference,proceedings of acm sigmod,2003,
7677,0,research in information managment at dublin city university,research activities in database management and information retrieval at university of illinois at,"m roantree , a smeaton","i cruz , aa khokhar , b liu , ap sistla , o wolfson ,",sigmod record,"sigmod record ,",2002,2002.0
18738,1,"replication : db2 , oracle , or sybase ?",replication : db2,d stacey,d stacey,sigmod record,oracle or sybaseâ ?? database programming &,1995,
10245,0,building knowledge base management systems,evolution of data-base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou","jp fry , eh sibley",vldb j.,"acm computing surveys ( csur ) ,",1996,1976.0
6248,1,fast algorithms for mining association rules in large databases,"agrawal , r. ; srikant , r. : fast algorithms for mining association rules","r agrawal , r srikant",s agrawal,vldb,"proceedings of the 20th international conference of very & hellip ; ,",1994,
22042,1,concurrency control in hierarchical multidatabase systems,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz","s mehrotra , hf korth , a silberschatz",vldb j.,"the vldb journal the international journal on very large & hellip ; ,",1997,1997.0
19357,0,data warehousing and olap for decision support ( tutorial ),combining mediator and data warehouse technologies for developing environmental decision support,,"amc moura , mc victorino , ak tanaka",,,1997,
15706,0,space optimization in deductive databases,selectivity estimation in spatial databases,"d srivastava , s sudarshan , r ramakrishnan , j naughton","s acharya , v poosala , s ramaswamy",acm trans . database syst .,,1995,
9709,1,time series similarity measures and time series indexing,time series similarity measures ( tutorial pm-2 ),,"d gunopulos , g das",,"conference on knowledge discovery in data ,",2001,2000.0
3824,1,eddies : continuously adaptive query processing,eddies : continously adaptive query processing,"r avnur , j hellerstein","r avnur , jm hellerstein",sigmod conference,"acm sigmod ,",2000,
25995,0,fast algorithms for maintaining replica consistency in lazy master replicated databases,epidemic algorithms for replicated database maintainance,"e pacitti , p minet , e simon","a demers , d greene , c hauser , w irish , j larson , s",vldb,proc . 7th acm,1999,
1756,1,strudel : a web-site management system,strudel : a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu","m fernandez , j kang , a levy , d suciu",sigmod conference,,1997,
25812,0,parallel mining algorithms for generalized association rules with classification hierarchy,mining generfized association rules,"t shintani , m kitsuregawa","r srikant , r agrawal",sigmod conference,"proc . 1995 int . conf . very large data bases , zrich ,",1998,
3909,0,editorial,guest editorial,,lp hunt,,,2001,
20099,0,automating physical database design in a parallel database,integrating vertical and horizontal partitioning into automated physical database,"j rao , c zhang , n megiddo , g lohman","s agrawal , v narasayya , b yang",sigmod conference,proceedings of the acm,2002,
17765,1,building light-weight wrappers for legacy web data-sources using w4f,building light-weight wrappers for legacy web data-sources using w4f,"a sahuguet , f azavant","s arnaud , a fabien",vldb,"proceedings of 25th vldb conference , edinburgh , scotland , uk ,",1999,
15314,0,paradise : a database system for gis applications,gral : an extensible relational database system for geometric applications,p team,rh giiting,sigmod conference,,1995,
27755,1,analyzing energy behavior of spatial access methods for memory-resident data,analyzing energy behaviorofspatialaccessmethodsformemory-residentdata,"n an , a sivasubramaniam , n vijaykrishnan , m kandemir , m irwin , s gurumurthi","n an , a sivasubramaniam , n vijaykrishnan , mt",vldb,"the vldb journal ,",2001,
11200,1,dynamic itemset counting and implication rules for market basket data,"en tsur s , 1997 , â ?? dynamic itemset counting and implication rules for market basket dataâ ??","s brin , r motwani , j ullman , s tsur","s brin , r motwani , jd ullman",sigmod conference,"proceedings of the international acm sigmod conference ,",1997,
15288,0,a survey of logical models for olap databases,a topological data model for spatial databases,"p vassiliadis , t sellis","j jackson , m egenhofer , a frank",sigmod record,"proc . acm sigmod ,",1999,
16130,0,a new sql-like operator for mining association rules,an effective hash based algorithm for mining association rules,"r meo , g psaila , s ceri","sp jong , sc ming , sy philip",vldb,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1996,
11523,1,towards self-tuning data placement in parallel database systems,towards self-tuning data placement in parallel database systems,"m lee , m kitsuregawa , b ooi , k tan , a mondal","ml lee , m kitsuregawa , bc ooi , kl tan , a mondal",sigmod conference,"sigmod conference ,",2000,2000.0
23494,0,guest editor 's introduction,guest editor 's introduction,,portal.acm.org,,,1998,
11117,1,an introduction to spatial database systems,an introduction to spatial database systems,r gќting,rh gã 1/4 ting,vldb j.,"the vldb journal the international journal on very large & hellip ; ,",1994,1994.0
21309,1,an overview of data warehousing and olap technology,an overview of data warehousing and olap technology . ( 1 ) : 65â ?? 74,"s chaudhuri , u dayal","s chaudhuri , u dayal",sigmod record,,1997,1997.0
10603,0,stholes : a multidimensional workload-aware histogram,maintenance of multidimensional histograms,"n bruno , s chaudhuri , l gravano","s muthukrishnan , m strauss",sigmod conference,,2001,
4097,0,editor 's notes,editors ' notes,m franklin,"n van note chism , dj bickford",sigmod record,"new directions for teaching and learning ,",1998,
19875,0,distributed deviation detection in sensor networks,model-driven data acquisition in sensor networks,"t palpanas , d papadopoulos , v kalogeraki , d gunopulos","a deshpande , c guestrin , s madden , jm hellerstein ,",sigmod record,"proceedings of the international conference on very large & hellip ; ,",2003,2004.0
1815,0,processing sliding window multi-joins in continuous queries over data streams,processing set expressions over continuous update streams,"l golab , m жzsu","s ganguly , mn garofalakis , r rastogi",vldb,"sigmod conference ,",2003,2003.0
22240,0,improving performance in replicated databases through relaxed coherency,improving hash join performance through prefetching,"r gallersdіrfer , m nicola","s chen , a ailamaki , pb gibbons , tc mowry",vldb,,1995,
5166,0,parallel database systems in the 1990 's,automating physical database design in a parallel database system,m carey,"j rao , c zhang , g lohman , n megiddo",sigmod conference,,1994,2002.0
8276,0,data integration in the large : the challenge of reuse,information management directions : the integration challenge,"a rosenthal , l seligman","en fong , ah goldfine",vldb,"acm sigmod record ,",1994,1989.0
